Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
National,National,Age,65+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.2,2.2987,3267,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 65+ years",8.9 - 13.5,2,3,11,1,3,3010311
Region,Region 4,Overall,18+ years,Up-to-date,Yes,November Week 3,,32.1,1.4567,56221,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 4, Overall (18+ years)",30.7 - 33.6,,1,1,5,3,3050101
Region,Region 5,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,29.9,4.4579,1523,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall (18+ years)",25.5 - 34.4,4,1,1,6,3,3060101
Region,Region 5,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13.8,3.9236,1523,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall (18+ years)",9.8 - 17.7,2,1,1,6,3,3060101
Region,Region 5,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,19.7,4.1647,1523,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall (18+ years)",15.5 - 23.8,3,1,1,6,3,3060101
Region,Region 5,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,36.6,1.0716,47772,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall (18+ years)",35.6 - 37.7,1,1,1,6,3,3060101
Region,Region 5,Overall,18+ years,Up-to-date,Yes,November Week 3,,36.6,1.0716,47772,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall (18+ years)",35.6 - 37.7,,1,1,6,3,3060101
Region,Region 6,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,33.3,5.3455,1644,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 6, Overall (18+ years)",28.0 - 38.7,4,1,1,7,3,3070101
Region,Region 6,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13.9,3.7635,1644,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 6, Overall (18+ years)",10.1 - 17.6,2,1,1,7,3,3070101
Region,Region 6,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,22.9,5.0717,1644,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 6, Overall (18+ years)",17.8 - 28.0,3,1,1,7,3,3070101
Region,Region 6,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,29.9,1.1987,61782,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 6, Overall (18+ years)",28.7 - 31.1,1,1,1,7,3,3070101
Region,Region 6,Overall,18+ years,Up-to-date,Yes,November Week 3,,29.9,1.1987,61782,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 6, Overall (18+ years)",28.7 - 31.1,,1,1,7,3,3070101
Region,Region 7,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,31.8,10.7302,275,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 7, Overall (18+ years)",21.1 - 42.5,4,1,1,8,3,3080101
Region,Region 7,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13.2,9.3666,275,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 7, Overall (18+ years)",3.8 - 22.5,2,1,1,8,3,3080101
Region,Region 7,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,20,8.6878,275,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 7, Overall (18+ years)",11.3 - 28.7,3,1,1,8,3,3080101
Region,Region 7,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,35,1.3399,20543,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 7, Overall (18+ years)",33.6 - 36.3,1,1,1,8,3,3080101
Region,Region 7,Overall,18+ years,Up-to-date,Yes,November Week 3,,35,1.3399,20543,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 7, Overall (18+ years)",33.6 - 36.3,,1,1,8,3,3080101
Region,Region 8,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,28.9,4.0949,1693,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 8, Overall (18+ years)",24.8 - 33.0,4,1,1,9,3,3090101
Region,Region 8,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13,2.0952,1693,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 8, Overall (18+ years)",10.9 - 15.1,2,1,1,9,3,3090101
Region,Region 8,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,21.4,4.1733,1693,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 8, Overall (18+ years)",17.2 - 25.6,3,1,1,9,3,3090101
Region,Region 8,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,36.6,1.4789,43178,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 8, Overall (18+ years)",35.2 - 38.1,1,1,1,9,3,3090101
Region,Region 8,Overall,18+ years,Up-to-date,Yes,November Week 3,,36.6,1.4789,43178,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 8, Overall (18+ years)",35.2 - 38.1,,1,1,9,3,3090101
Region,Region 9,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,28.6,4.4058,1700,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 9, Overall (18+ years)",24.2 - 33.0,4,1,1,10,3,3100101
Region,Region 9,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13.1,3.4904,1700,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 9, Overall (18+ years)",9.6 - 16.6,2,1,1,10,3,3100101
Region,Region 9,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,23.3,4.3393,1700,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 9, Overall (18+ years)",18.9 - 27.6,3,1,1,10,3,3100101
Region,Region 9,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,35,1.7757,36635,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 9, Overall (18+ years)",33.2 - 36.8,1,1,1,10,3,3100101
Region,Region 9,Overall,18+ years,Up-to-date,Yes,November Week 3,,35,1.7757,36635,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Region 9, Overall (18+ years)",33.2 - 36.8,,1,1,10,3,3100101
State,Alabama,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,38.3,7.528,328,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall (18+ years)",30.8 - 45.9,4,1,1,12,3,3120101
State,Alabama,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,10.8,4.3502,328,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall (18+ years)",6.5 - 15.2,2,1,1,12,3,3120101
State,Alabama,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,17.6,6.1345,328,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall (18+ years)",11.4 - 23.7,3,1,1,12,3,3120101
State,Alabama,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,33.2,2.3186,9127,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall (18+ years)",30.9 - 35.6,1,1,1,12,3,3120101
State,Alabama,Overall,18+ years,Up-to-date,Yes,November Week 3,,33.2,2.3186,9127,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall (18+ years)",30.9 - 35.6,,1,1,12,3,3120101
State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,39,8.056,208,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall (18+ years)",30.9 - 47.0,4,1,1,13,3,3130101
State,Alaska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,7,3.6363,208,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall (18+ years)",3.4 - 10.6,2,1,1,13,3,3130101
State,Alaska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,21.5,6.7795,208,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall (18+ years)",14.7 - 28.3,3,1,1,13,3,3130101
State,Alaska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,32.6,2.2506,4723,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall (18+ years)",30.3 - 34.8,1,1,1,13,3,3130101
State,Alaska,Overall,18+ years,Up-to-date,Yes,November Week 3,,32.6,2.2506,4723,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall (18+ years)",30.3 - 34.8,,1,1,13,3,3130101
State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,10.5,2.8568,563,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall (18+ years)",7.6 - 13.3,2,1,1,14,3,3140101
State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,22.8,4.515,563,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall (18+ years)",18.3 - 27.4,3,1,1,14,3,3140101
State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,32.3,1.6727,8592,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall (18+ years)",30.6 - 34.0,1,1,1,14,3,3140101
State,Arizona,Overall,18+ years,Up-to-date,Yes,November Week 3,,32.3,1.6727,8592,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall (18+ years)",30.6 - 34.0,,1,1,14,3,3140101
State,Arkansas,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,32.7,10.8838,88,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall (18+ years)",21.8 - 43.6,4,1,1,15,3,3150101
State,Arkansas,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,16.2,9.497,88,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall (18+ years)",6.7 - 25.6,2,1,1,15,3,3150101
State,Arkansas,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,19,11.6941,88,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall (18+ years)",7.3 - 30.7,3,1,1,15,3,3150101
State,Arkansas,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,32.2,2.2744,6028,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall (18+ years)",29.9 - 34.4,1,1,1,15,3,3150101
State,Arkansas,Overall,18+ years,Up-to-date,Yes,November Week 3,,32.2,2.2744,6028,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall (18+ years)",29.9 - 34.4,,1,1,15,3,3150101
State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,26.8,5.6468,445,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall (18+ years)",21.2 - 32.5,4,1,1,16,3,3160101
State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13.8,4.5156,445,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall (18+ years)",9.2 - 18.3,2,1,1,16,3,3160101
State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,23.9,5.5954,445,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall (18+ years)",18.3 - 29.5,3,1,1,16,3,3160101
State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,35.5,2.2271,10003,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall (18+ years)",33.3 - 37.8,1,1,1,16,3,3160101
State,California,Overall,18+ years,Up-to-date,Yes,November Week 3,,35.5,2.2271,10003,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall (18+ years)",33.3 - 37.8,,1,1,16,3,3160101
State,Colorado,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,27.7,4.7037,457,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall (18+ years)",23.0 - 32.4,4,1,1,17,3,3170101
State,Colorado,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,12.9,3.3283,457,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall (18+ years)",9.5 - 16.2,2,1,1,17,3,3170101
State,Colorado,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,18,3.8394,457,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall (18+ years)",14.1 - 21.8,3,1,1,17,3,3170101
State,Colorado,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,41.5,2.1728,8508,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall (18+ years)",39.3 - 43.7,1,1,1,17,3,3170101
State,Colorado,Overall,18+ years,Up-to-date,Yes,November Week 3,,41.5,2.1728,8508,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall (18+ years)",39.3 - 43.7,,1,1,17,3,3170101
State,Connecticut,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,26.9,14.2028,82,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall (18+ years)",12.7 - 41.1,4,1,1,18,3,3180101
State,Connecticut,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,15.5,7.6287,82,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall (18+ years)",7.8 - 23.1,2,1,1,18,3,3180101
State,Connecticut,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,19.6,10.9275,82,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall (18+ years)",8.7 - 30.6,3,1,1,18,3,3180101
State,Connecticut,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,38,3.1673,3330,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall (18+ years)",34.8 - 41.2,1,1,1,18,3,3180101
State,Connecticut,Overall,18+ years,Up-to-date,Yes,November Week 3,,38,3.1673,3330,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall (18+ years)",34.8 - 41.2,,1,1,18,3,3180101
State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,34.4,5.0316,563,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall (18+ years)",29.4 - 39.4,4,1,1,14,3,3140101
State,Delaware,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,25.9,6.2784,361,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Delaware, Overall (18+ years)",19.7 - 32.2,4,1,1,19,3,3190101
State,Delaware,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,16.9,5.2397,361,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Delaware, Overall (18+ years)",11.7 - 22.2,2,1,1,19,3,3190101
State,Delaware,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,16.9,5.6994,361,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Delaware, Overall (18+ years)",11.2 - 22.6,3,1,1,19,3,3190101
State,Delaware,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,40.2,2.1075,8671,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Delaware, Overall (18+ years)",38.1 - 42.4,1,1,1,19,3,3190101
State,Delaware,Overall,18+ years,Up-to-date,Yes,November Week 3,,40.2,2.1075,8671,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Delaware, Overall (18+ years)",38.1 - 42.4,,1,1,19,3,3190101
State,District of Columbia,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,20.3,5.0285,472,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, District of Columbia, Overall (18+ years)",15.3 - 25.4,4,1,1,20,3,3200101
State,District of Columbia,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,13.2,3.5142,472,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, District of Columbia, Overall (18+ years)",9.7 - 16.7,2,1,1,20,3,3200101
State,District of Columbia,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,21.1,5.0194,472,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, District of Columbia, Overall (18+ years)",16.1 - 26.1,3,1,1,20,3,3200101
State,District of Columbia,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,45.4,1.9106,12035,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, District of Columbia, Overall (18+ years)",43.5 - 47.3,1,1,1,20,3,3200101
State,District of Columbia,Overall,18+ years,Up-to-date,Yes,November Week 3,,45.4,1.9106,12035,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, District of Columbia, Overall (18+ years)",43.5 - 47.3,,1,1,20,3,3200101
State,Florida,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,32.1,10.1268,184,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Florida, Overall (18+ years)",22.0 - 42.2,4,1,1,21,3,3210101
State,Florida,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,16.5,8.6219,184,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Florida, Overall (18+ years)",7.9 - 25.1,2,1,1,21,3,3210101
State,Florida,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,21.8,9.4412,184,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Florida, Overall (18+ years)",12.3 - 31.2,3,1,1,21,3,3210101
State,Florida,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,29.7,3.1585,6688,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Florida, Overall (18+ years)",26.5 - 32.8,1,1,1,21,3,3210101
State,Florida,Overall,18+ years,Up-to-date,Yes,November Week 3,,29.7,3.1585,6688,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Florida, Overall (18+ years)",26.5 - 32.8,,1,1,21,3,3210101
State,Georgia,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,33.1,13.2809,91,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",19.8 - 46.3,4,1,1,22,3,3220101
State,Georgia,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,17.9,13.5776,91,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",4.4 - 31.5,2,1,1,22,3,3220101
State,Georgia,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,21.8,13.7181,91,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",8.1 - 35.5,3,1,1,22,3,3220101
State,Georgia,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,27.2,2.2759,4576,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",24.9 - 29.5,1,1,1,22,3,3220101
State,Georgia,Overall,18+ years,Up-to-date,Yes,November Week 3,,27.2,2.2759,4576,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",24.9 - 29.5,,1,1,22,3,3220101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,31,6.2571,379,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",24.7 - 37.2,4,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,10.2,4.0877,379,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",6.1 - 14.3,2,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,20.5,5.331,379,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",15.2 - 25.8,3,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,38.3,2.2464,8972,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",36.1 - 40.6,1,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,Up-to-date,Yes,November Week 3,,38.3,2.2464,8972,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",36.1 - 40.6,,1,1,24,3,3240101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,48.6,19.9926,56,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",28.6 - 68.6,4,1,1,25,3,3250101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,4,3.6591,56,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",0.3 - 7.6,2,1,1,25,3,3250101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,17.9,12.7536,56,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",5.2 - 30.7,3,1,1,25,3,3250101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,29.5,3.5876,4257,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",25.9 - 33.1,1,1,1,25,3,3250101
State,Idaho,Overall,18+ years,Up-to-date,Yes,November Week 3,,29.5,3.5876,4257,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",25.9 - 33.1,,1,1,25,3,3250101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,31.6,5.4363,526,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",26.2 - 37.1,4,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,11.6,3.761,526,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",7.9 - 15.4,2,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,18.2,3.9896,526,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",14.2 - 22.2,3,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,38.5,1.5854,17502,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",37.0 - 40.1,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,November Week 3,,38.5,1.5854,17502,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",37.0 - 40.1,,1,1,26,3,3260101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,35.8,5.5501,386,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",30.3 - 41.4,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,11.6,3.843,386,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",7.8 - 15.5,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,18.2,4.5178,386,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",13.7 - 22.7,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,34.3,1.8473,7863,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",32.5 - 36.2,1,1,1,27,3,3270101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,33,18.2534,41,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",14.7 - 51.2,4,1,1,28,3,3280101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,10.1,13.1713,41,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",0.0 - 23.3,2,1,1,28,3,3280101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,23.1,19.077,41,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",4.0 - 42.1,3,1,1,28,3,3280101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,,33.8,2.0856,4136,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",31.7 - 35.9,1,1,1,28,3,3280101
State,Iowa,Overall,18+ years,Up-to-date,Yes,November Week 3,,33.8,2.0856,4136,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",31.7 - 35.9,,1,1,28,3,3280101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,,52,10.7086,49,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",41.3 - 62.7,4,1,1,29,3,3290101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,,8.9,7.7845,49,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",1.1 - 16.7,2,1,1,29,3,3290101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,,4.8,5.2851,49,0,11/18/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",0.0 - 10.1,3,1,1,29,3,3290101
