Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
Region 5,Region,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.436,1.7669,13909,11216921,0,"2023-2024, Region 5. Overall (6 months-17 years)",41.9 - 45.4,,1,1,6,2,1,1060101
Region 6,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,0.417,1.6311,16853,10341647,0,"2023-2024, Region 6. Overall (6 months-17 years)",40.1 - 43.4,1,1,1,7,2,1,1070101
Region 6,Region,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.417,1.6311,16853,10341647,0,"2023-2024, Region 6. Overall (6 months-17 years)",40.1 - 43.4,,1,1,7,2,1,1070101
Region 7,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,0.44,2.3023,6617,3171265,0,"2023-2024, Region 7. Overall (6 months-17 years)",41.7 - 46.3,1,1,1,8,2,1,1080101
Region 7,Region,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.44,2.3023,6617,3171265,0,"2023-2024, Region 7. Overall (6 months-17 years)",41.7 - 46.3,,1,1,8,2,1,1080101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,0.454,2.16,10424,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",43.2 - 47.5,1,1,1,9,2,1,1090101
Region 8,Region,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.454,2.16,10424,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",43.2 - 47.5,,1,1,9,2,1,1090101
Tennessee,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,,,1451,1145047,1,"2023-2024, Tennessee. Overall (6 months-17 years)", - ,1,1,1,56,3,1,1560101
Tennessee,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.331,3.998,1451,1145047,0,"2023-2024, Tennessee. Overall (6 months-17 years)",29.1 - 37.1,,1,1,56,3,1,1560101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,0.452,2.3227,9338,10805570,0,"2023-2024, Region 9. Overall (6 months-17 years)",42.9 - 47.6,1,1,1,10,2,1,1100101
Region 9,Region,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.452,2.3227,9338,10805570,0,"2023-2024, Region 9. Overall (6 months-17 years)",42.9 - 47.6,,1,1,10,2,1,1100101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,,,2380,1270288,1,"2023-2024, Alabama. Overall (6 months-17 years)", - ,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.367,3.0869,2380,1270288,0,"2023-2024, Alabama. Overall (6 months-17 years)",33.6 - 39.8,,1,1,12,3,1,1120101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,,,1236,142171,1,"2023-2024, Alaska. Overall (6 months-17 years)", - ,1,1,1,13,3,1,1130101
Alaska,State,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.378,5.3753,1236,142171,0,"2023-2024, Alaska. Overall (6 months-17 years)",32.5 - 43.2,,1,1,13,3,1,1130101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,,,2159,1754548,1,"2023-2024, Arizona. Overall (6 months-17 years)", - ,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.409,4.0263,2159,1754548,0,"2023-2024, Arizona. Overall (6 months-17 years)",36.9 - 45.0,,1,1,14,3,1,1140101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,,,1844,1382452,1,"2023-2024, Arkansas. Overall (6 months-17 years)", - ,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.4,3.7507,1844,1382452,0,"2023-2024, Arkansas. Overall (6 months-17 years)",36.3 - 43.8,,1,1,15,3,1,1150101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,0.473,3.0598,2919,7816367,0,"2023-2024, California. Overall (6 months-17 years)",44.3 - 50.4,1,1,1,16,3,1,1160101
California,State,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.473,3.0598,2919,7816367,0,"2023-2024, California. Overall (6 months-17 years)",44.3 - 50.4,,1,1,16,3,1,1160101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 3,2023-12-16,2023-12-16,,,2252,924523,1,"2023-2024, Colorado. Overall (6 months-17 years)", - ,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,December Week 3,2023-12-16,2023-12-16,0.522,3.7877,2252,924523,0,"2023-2024, Colorado. Overall (6 months-17 years)",48.4 - 56.0,,1,1,17,3,1,1170101
Illinois-Rest of State,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.385,3.4356,3700,3327389,0,"2023-2024, Illinois-Rest of State. Overall (6 months-17 years)",35.0 - 41.9,1,1,1,67,4,1,1670101
Illinois-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.385,3.4356,3700,3327389,0,"2023-2024, Illinois-Rest of State. Overall (6 months-17 years)",35.0 - 41.9,,1,1,67,4,1,1670101
National,National,Age,13-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.38,1.1297,26385,21240117,0,"2023-2024, National. Age: 13-17 years",36.9 - 39.2,1,2,9,1,1,1,1010209
National,National,Age,13-17 years,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.38,1.1297,26385,21240117,0,"2023-2024, National. Age: 13-17 years",36.9 - 39.2,,2,9,1,1,1,1010209
National,National,Age,5-11 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.446,1.0214,41378,27368920,0,"2023-2024, National. Age: 5-11 years",43.5 - 45.6,1,2,6,1,1,1,1010206
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.446,1.0214,41378,27368920,0,"2023-2024, National. Age: 5-11 years",43.5 - 45.6,,2,6,1,1,1,1010206
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.447,0.9379,49751,32246706,0,"2023-2024, National. Age: 5-12 years",43.8 - 45.7,1,2,8,1,1,1,1010208
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.447,0.9379,49751,32246706,0,"2023-2024, National. Age: 5-12 years",43.8 - 45.7,,2,8,1,1,1,1010208
National,National,Age,5-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.419,0.7366,76136,53486823,0,"2023-2024, National. Age: 5-17 years",41.2 - 42.7,1,2,5,1,1,1,1010205
National,National,Age,5-17 years,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.419,0.7366,76136,53486823,0,"2023-2024, National. Age: 5-17 years",41.2 - 42.7,,2,5,1,1,1,1010205
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.478,1.1967,38385,16671751,0,"2023-2024, National. Age: 6 months-4 years",46.6 - 49.0,1,2,3,1,1,1,1010203
Utah,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,,,1261,291733,1,"2023-2024, Utah. Overall (6 months-17 years)", - ,1,1,1,59,3,1,1590101
Utah,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.324,3.9082,1261,291733,0,"2023-2024, Utah. Overall (6 months-17 years)",28.5 - 36.3,,1,1,59,3,1,1590101
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.478,1.1967,38385,16671751,0,"2023-2024, National. Age: 6 months-4 years",46.6 - 49.0,,2,3,1,1,1,1010203
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.513,1.9811,14535,5264069,0,"2023-2024, National. Age: 6-23 months",49.3 - 53.3,1,2,4,1,1,1,1010204
National,National,Age,6-23 months,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.513,1.9811,14535,5264069,0,"2023-2024, National. Age: 6-23 months",49.3 - 53.3,,2,4,1,1,1,1010204
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.516,0.9519,56635,33589251,0,"2023-2024, National. Mother's Education: >= College degree",50.7 - 52.6,1,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.516,0.9519,56635,33589251,0,"2023-2024, National. Mother's Education: >= College degree",50.7 - 52.6,,3,13,1,1,1,1010313
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.343,1.4265,19098,12092701,0,"2023-2024, National. Mother's Education: High school or equivalent",32.9 - 35.7,1,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.343,1.4265,19098,12092701,0,"2023-2024, National. Mother's Education: High school or equivalent",32.9 - 35.7,,3,11,1,1,1,1010311
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.414,2.4646,7038,4915866,0,"2023-2024, National. Mother's Education: Less than high school",39.0 - 43.9,1,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.414,2.4646,7038,4915866,0,"2023-2024, National. Mother's Education: Less than high school",39.0 - 43.9,,3,10,1,1,1,1010310
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.344,1.2075,25309,15092911,0,"2023-2024, National. Mother's Education: Some college",33.2 - 35.6,1,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.344,1.2075,25309,15092911,0,"2023-2024, National. Mother's Education: Some college",33.2 - 35.6,,3,12,1,1,1,1010312
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.524,23.8374,1174,37170,0,"2023-2024, Vermont. Overall (6 months-17 years)",28.6 - 76.2,1,1,1,60,3,1,1600101
Vermont,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.524,23.8374,1174,37170,0,"2023-2024, Vermont. Overall (6 months-17 years)",28.6 - 76.2,,1,1,60,3,1,1600101
National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 1,2023-12-02,2023-12-02,0.391,1.6611,14300,11094453,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",37.5 - 40.8,1,4,17,1,1,1,1010417
National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,2023-2024,December Week 1,2023-12-02,2023-12-02,0.391,1.6611,14300,11094453,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",37.5 - 40.8,,4,17,1,1,1,1010417
U.S. Virgin Islands,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.172,6.2388,279,23166,0,"2023-2024, Virgin Islands. Overall (6 months-17 years)",11.0 - 23.5,,1,1,58,3,1,1580101
Oklahoma,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.299,4.6041,2176,808786,0,"2023-2024, Oklahoma. Overall (6 months-17 years)",25.3 - 34.5,1,1,1,49,3,1,1490101
Oklahoma,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.299,4.6041,2176,808786,0,"2023-2024, Oklahoma. Overall (6 months-17 years)",25.3 - 34.5,,1,1,49,3,1,1490101
Oregon,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.343,3.5414,1799,1448593,0,"2023-2024, Oregon. Overall (6 months-17 years)",30.8 - 37.8,1,1,1,50,3,1,1500101
Oregon,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.343,3.5414,1799,1448593,0,"2023-2024, Oregon. Overall (6 months-17 years)",30.8 - 37.8,,1,1,50,3,1,1500101
Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.445,3.439,3743,2409394,0,"2023-2024, Virginia. Overall (6 months-17 years)",41.1 - 47.9,1,1,1,61,3,1,1610101
Virginia,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.445,3.439,3743,2409394,0,"2023-2024, Virginia. Overall (6 months-17 years)",41.1 - 47.9,,1,1,61,3,1,1610101
Puerto Rico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.191,2.2934,2636,508671,0,"2023-2024, Puerto Rico. Overall (6 months-17 years)",16.8 - 21.4,1,1,1,52,3,1,1520101
Puerto Rico,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.191,2.2934,2636,508671,0,"2023-2024, Puerto Rico. Overall (6 months-17 years)",16.8 - 21.4,,1,1,52,3,1,1520101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.435,3.4509,2679,2342534,0,"2023-2024, New Jersey. Overall (6 months-17 years)",40.0 - 47.0,1,1,1,43,3,1,1430101
New Jersey,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.435,3.4509,2679,2342534,0,"2023-2024, New Jersey. Overall (6 months-17 years)",40.0 - 47.0,,1,1,43,3,1,1430101
New York-Rest of State,Substate,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.399,3.8232,2242,2654221,0,"2023-2024, New York-Rest of State. Overall (6 months-17 years)",36.1 - 43.7,1,1,1,69,4,1,1690101
New York-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.399,3.8232,2242,2654221,0,"2023-2024, New York-Rest of State. Overall (6 months-17 years)",36.1 - 43.7,,1,1,69,4,1,1690101
New Mexico,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.348,3.7545,3126,1054741,0,"2023-2024, New Mexico. Overall (6 months-17 years)",31.1 - 38.6,1,1,1,44,3,1,1440101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.348,3.7545,3126,1054741,0,"2023-2024, New Mexico. Overall (6 months-17 years)",31.1 - 38.6,,1,1,44,3,1,1440101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.416,2.9245,4243,3463308,0,"2023-2024, New York. Overall (6 months-17 years)",38.6 - 44.5,1,1,1,45,3,1,1450101
New York,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.416,2.9245,4243,3463308,0,"2023-2024, New York. Overall (6 months-17 years)",38.6 - 44.5,,1,1,45,3,1,1450101
Rhode Island,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.508,9.6846,1456,47448,0,"2023-2024, Rhode Island. Overall (6 months-17 years)",41.1 - 60.4,1,1,1,53,3,1,1530101
Rhode Island,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.508,9.6846,1456,47448,0,"2023-2024, Rhode Island. Overall (6 months-17 years)",41.1 - 60.4,,1,1,53,3,1,1530101
Idaho,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.272,4.2494,1264,171727,0,"2023-2024, Idaho. Overall (6 months-17 years)",23.0 - 31.5,1,1,1,25,3,1,1250101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.272,4.2494,1264,171727,0,"2023-2024, Idaho. Overall (6 months-17 years)",23.0 - 31.5,,1,1,25,3,1,1250101
National,National,Age,12-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 4,2023-12-23,2023-12-23,0.412,1.3841,34758,25916337,0,"2023-2024, National. Age: 12-17 years",39.8 - 42.6,1,2,7,1,1,1,1010207
National,National,Age,12-17 years,Up-to-date,Yes,2023-2024,December Week 4,2023-12-23,2023-12-23,0.412,1.3841,34758,25916337,0,"2023-2024, National. Age: 12-17 years",39.8 - 42.6,,2,7,1,1,1,1010207
National,National,Age,13-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 4,2023-12-23,2023-12-23,0.398,1.5787,26385,21107990,0,"2023-2024, National. Age: 13-17 years",38.3 - 41.4,1,2,9,1,1,1,1010209
National,National,Age,13-17 years,Up-to-date,Yes,2023-2024,December Week 4,2023-12-23,2023-12-23,0.398,1.5787,26385,21107990,0,"2023-2024, National. Age: 13-17 years",38.3 - 41.4,,2,9,1,1,1,1010209
National,National,Age,5-11 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 4,2023-12-23,2023-12-23,0.455,1.1069,41378,27709034,0,"2023-2024, National. Age: 5-11 years",44.4 - 46.6,1,2,6,1,1,1,1010206
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,December Week 4,2023-12-23,2023-12-23,0.455,1.1069,41378,27709034,0,"2023-2024, National. Age: 5-11 years",44.4 - 46.6,,2,6,1,1,1,1010206
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 4,2023-12-23,2023-12-23,0.458,1.0263,49751,32517380,0,"2023-2024, National. Age: 5-12 years",44.8 - 46.8,1,2,8,1,1,1,1010208
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,December Week 4,2023-12-23,2023-12-23,0.458,1.0263,49751,32517380,0,"2023-2024, National. Age: 5-12 years",44.8 - 46.8,,2,8,1,1,1,1010208
National,National,Age,5-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,December Week 4,2023-12-23,2023-12-23,0.434,0.8989,76136,53625370,0,"2023-2024, National. Age: 5-17 years",42.5 - 44.3,1,2,5,1,1,1,1010205
National,National,Age,5-17 years,Up-to-date,Yes,2023-2024,December Week 4,2023-12-23,2023-12-23,0.434,0.8989,76136,53625370,0,"2023-2024, National. Age: 5-17 years",42.5 - 44.3,,2,5,1,1,1,1010205
North Carolina,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.352,4.5393,2671,763267,0,"2023-2024, North Carolina. Overall (6 months-17 years)",30.7 - 39.8,,1,1,46,3,1,1460101
North Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,,,1439,107458,1,"2023-2024, North Dakota. Overall (6 months-17 years)", - ,1,1,1,47,3,1,1470101
North Dakota,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.323,3.7667,1439,107458,0,"2023-2024, North Dakota. Overall (6 months-17 years)",28.5 - 36.1,,1,1,47,3,1,1470101
South Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.323,4.3858,2456,3442467,0,"2023-2024, South Carolina. Overall (6 months-17 years)",27.9 - 36.7,1,1,1,54,3,1,1540101
South Carolina,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.323,4.3858,2456,3442467,0,"2023-2024, South Carolina. Overall (6 months-17 years)",27.9 - 36.7,,1,1,54,3,1,1540101
Region 7,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.392,3.9556,6617,3174449,0,"2023-2024, Region 7. Overall (6 months-17 years)",35.2 - 43.1,1,1,1,8,2,1,1080101
Region 7,Region,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.392,3.9556,6617,3174449,0,"2023-2024, Region 7. Overall (6 months-17 years)",35.2 - 43.1,,1,1,8,2,1,1080101
Region 10,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.373,4.3445,5856,3044818,0,"2023-2024, Region 10. Overall (6 months-17 years)",33.0 - 41.7,1,1,1,11,2,1,1110101
Region 10,Region,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.373,4.3445,5856,3044818,0,"2023-2024, Region 10. Overall (6 months-17 years)",33.0 - 41.7,,1,1,11,2,1,1110101
Ohio,State,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 4,2023-11-25,2023-11-25,0.341,4.0184,1956,1056173,0,"2023-2024, Ohio. Overall (6 months-17 years)",30.1 - 38.1,,1,1,48,3,1,1480101
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.463,1.3506,56635,33350239,0,"2023-2024, National. Mother's Education: >= College degree",44.9 - 47.6,1,3,13,1,1,1,1010313
National,National,Age,12-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.334,1.1371,34758,25732158,0,"2023-2024, National. Age: 12-17 years",32.3 - 34.5,1,2,7,1,1,1,1010207
National,National,Age,12-17 years,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.334,1.1371,34758,25732158,0,"2023-2024, National. Age: 12-17 years",32.3 - 34.5,,2,7,1,1,1,1010207
National,National,Age,13-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.325,1.2814,26385,21498935,0,"2023-2024, National. Age: 13-17 years",31.3 - 33.8,1,2,9,1,1,1,1010209
National,National,Age,13-17 years,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.325,1.2814,26385,21498935,0,"2023-2024, National. Age: 13-17 years",31.3 - 33.8,,2,9,1,1,1,1010209
National,National,Age,5-11 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.393,1.412,41378,27964898,0,"2023-2024, National. Age: 5-11 years",37.9 - 40.7,1,2,6,1,1,1,1010206
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.393,1.412,41378,27964898,0,"2023-2024, National. Age: 5-11 years",37.9 - 40.7,,2,6,1,1,1,1010206
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.39,1.2612,49751,32198121,0,"2023-2024, National. Age: 5-12 years",37.7 - 40.3,1,2,8,1,1,1,1010208
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.39,1.2612,49751,32198121,0,"2023-2024, National. Age: 5-12 years",37.7 - 40.3,,2,8,1,1,1,1010208
National,National,Age,5-17 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.365,0.9393,76136,53697056,0,"2023-2024, National. Age: 5-17 years",35.5 - 37.4,1,2,5,1,1,1,1010205
National,National,Age,5-17 years,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.365,0.9393,76136,53697056,0,"2023-2024, National. Age: 5-17 years",35.5 - 37.4,,2,5,1,1,1,1010205
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.421,1.4401,38385,16814883,0,"2023-2024, National. Age: 6 months-4 years",40.7 - 43.6,1,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.421,1.4401,38385,16814883,0,"2023-2024, National. Age: 6 months-4 years",40.7 - 43.6,,2,3,1,1,1,1010203
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.446,2.5423,14535,5391281,0,"2023-2024, National. Age: 6-23 months",42.1 - 47.2,1,2,4,1,1,1,1010204
National,National,Age,6-23 months,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.446,2.5423,14535,5391281,0,"2023-2024, National. Age: 6-23 months",42.1 - 47.2,,2,4,1,1,1,1010204
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.288,1.4402,19098,11960983,0,"2023-2024, National. Mother's Education: High school or equivalent",27.4 - 30.3,1,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.288,1.4402,19098,11960983,0,"2023-2024, National. Mother's Education: High school or equivalent",27.4 - 30.3,,3,11,1,1,1,1010311
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.463,1.3506,56635,33350239,0,"2023-2024, National. Mother's Education: >= College degree",44.9 - 47.6,,3,13,1,1,1,1010313
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.326,2.0855,7038,5817604,0,"2023-2024, National. Mother's Education: Less than high school",30.5 - 34.6,1,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,Up-to-date,Yes,2023-2024,November Week 3,2023-11-18,2023-11-18,0.326,2.0855,7038,5817604,0,"2023-2024, National. Mother's Education: Less than high school",30.5 - 34.6,,3,10,1,1,1,1010310
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 3,2023-11-18,2023-11-18,0.288,1.3204,25309,15836613,0,"2023-2024, National. Mother's Education: Some college",27.4 - 30.1,1,3,12,1,1,1,1010312
